Gene_Name,Pseudogene_ID
CDKJ5P1,ENSSG742036024
BRCA262,ENSSG911620011
HBBUTW1,ENSSG398786016
HLA7F4C,ENSSG251835875
HLAWL9B,ENSSG322956643
BRCA1GA1,ENSSG266183554
AKTSJLP1,ENSSG238090008
FGFRQTQ3,ENSSG380692284
CDK9VC,ENSSG148161408
JAKX3TP1,ENSSG138325408
HBBKIC,ENSSG936779024
SOXPQZC,ENSSG799181838
BRCAUM9P2,ENSSG347823957
JAKVM1,ENSSG878722020
EGFR8FA1,ENSSG485879787
MYCM43,ENSSG455413039
STATP7P1,ENSSG932875613
JAK3E5P1,ENSSG592507074
HBBZFC,ENSSG162481798
MYC0Q3,ENSSG931336458
GATA8DPC,ENSSG947819982
FGFRYG8P2,ENSSG235797236
JAK572,ENSSG908835233
TP3V3,ENSSG293029671
JAKY73,ENSSG404752540
MYCINRA1,ENSSG687731682
HBBKPL2,ENSSG986108904
HBBKZPA1,ENSSG324102199
AKTQIA1,ENSSG869647905
MAPKHHM2,ENSSG500581305
LINCCT6A1,ENSSG265073695
HLAKYY1,ENSSG647199730
MAPK8J2,ENSSG865702065
FGFRV9L,ENSSG640286403
EGFRY6FC,ENSSG689855141
LINCPXGB,ENSSG054932343
SOXWP1,ENSSG425799808
SOXWKB,ENSSG613478257
GATAC0SL,ENSSG749244126
HBBSWC,ENSSG642306275
GATA30PB,ENSSG739171042
STAT2WA1,ENSSG034362704
TPB01,ENSSG801702612
MAPKW7L,ENSSG079964934
MYC7HP1,ENSSG389187566
HBB04B2,ENSSG224293348
GATA9CUB,ENSSG087774210
EGFRT3B,ENSSG530195307
AKTUKD2,ENSSG452400655
FGFRSSL,ENSSG806991472
HBB8C42,ENSSG255127716
JAK823C,ENSSG231043248
TP3AO3,ENSSG065719207
JAKUL1A1,ENSSG437227089
JAKATVP2,ENSSG515873901
STATSTXB,ENSSG830913054
FGFRB42,ENSSG273770000
HLAALD1,ENSSG904493982
HLA5I2B,ENSSG801962688
MYCMK1A1,ENSSG596344360
TPLO73,ENSSG484412069
SOX3HPA1,ENSSG899297600
CDKN1R1,ENSSG731874659
HLA3Q1,ENSSG972370930
SOXXU1,ENSSG436895722
CDKMG2,ENSSG221967959
GATA0WP2,ENSSG947850327
HBBZRC,ENSSG265835109
FGFR3ZP2,ENSSG780092778
HBB7JY2,ENSSG540135298
GATACUHL,ENSSG843530664
LINCUP3,ENSSG539902874
STAT10CA1,ENSSG969999868
HLAX1V2,ENSSG304077856
FGFRJAO2,ENSSG942826058
HBBQ8P2,ENSSG639855511
GATA3XA1,ENSSG010609088
MYC03AA1,ENSSG228756132
GATASTL,ENSSG871199763
SOX4DL,ENSSG223052227
AKTJKL,ENSSG401560530
CDKEW1L,ENSSG831399055
HBBHJ0P2,ENSSG642248105
LINC7CP2,ENSSG247666262
TP77B,ENSSG463730699
BRCAJ6A1,ENSSG916647398
CDKCOB,ENSSG843252537
MAPK5RFC,ENSSG371094056
JAKVFP2,ENSSG722354741
MAPK61P2,ENSSG087729048
EGFRC1P2,ENSSG549705878
TPDQZ2,ENSSG628538404
EGFRN2E1,ENSSG389032258
SOXEEC,ENSSG959095842
CDKCQYA1,ENSSG013064213
LINCCJP2,ENSSG075172865
GATAZ9A1,ENSSG563772081
HBBY9GP1,ENSSG726344126
LINCASA1,ENSSG715130536
JAKENB,ENSSG073603440
HLAPF2,ENSSG041169329
HLAL2G2,ENSSG229384694
AKTY8CL,ENSSG358525821
HBB3EWA1,ENSSG601398660
MYCSIY3,ENSSG653761891
AKTVO8B,ENSSG662524945
AKT4BA1,ENSSG821385612
TPMDB,ENSSG298370614
GATAYAP1,ENSSG645632754
FGFRZP8C,ENSSG414286741
MYCS3P1,ENSSG184245255
HLAWZP1,ENSSG701989755
HBBYRP1,ENSSG970349585
HLA40LC,ENSSG169220117
FGFR4U3,ENSSG228667418
GATAQ8P1,ENSSG697549450
SOXLWP1,ENSSG460818224
LINCAVXA1,ENSSG651201071
EGFRYXN2,ENSSG170490157
TPLJC,ENSSG038743797
GATA59SA1,ENSSG008564799
AKT1E8L,ENSSG382260234
MYCS87C,ENSSG220357439
BRCA42L,ENSSG756756501
HBBGBB,ENSSG965842257
HLAMEA1,ENSSG940027482
TP9JD3,ENSSG900192828
EGFR4CA1,ENSSG898225473
HLAU32,ENSSG948869911
EGFRNVRC,ENSSG045197711
BRCALHL,ENSSG665541717
SOXDGG2,ENSSG292478735
AKTMEP1,ENSSG481170001
MYC15B,ENSSG374099010
SOXCPWC,ENSSG997433620
HBBF63,ENSSG933794237
TPU4XB,ENSSG135209339
HBBNFL,ENSSG915428970
GATAVAFL,ENSSG023877666
MYCZQB,ENSSG355913560
SOXZ6L,ENSSG383846161
LINCYTC,ENSSG768380090
FGFR1QL,ENSSG038254915
HBBBXB,ENSSG523922730
HBBQZE1,ENSSG805643047
EGFRZV2,ENSSG711419142
AKTISSB,ENSSG958973839
JAKBEFP1,ENSSG225241837
EGFRRL1,ENSSG037327918
AKTSAB,ENSSG383552698
FGFRQPP2,ENSSG535359511
AKTSLL,ENSSG303887614
SOX5NT3,ENSSG548995990
BRCAFOC,ENSSG384452659
CDK6YA2,ENSSG016136246
HLATZB,ENSSG934825009
BRCA701,ENSSG768444843
STATRA3,ENSSG878815860
FGFRRQLP1,ENSSG927972304
MYC3U7P2,ENSSG339461933
TPPU1,ENSSG402481636
TPHAQP2,ENSSG088341923
BRCAKEL,ENSSG420012974
GATAQ42,ENSSG664564701
EGFR0MU1,ENSSG159155284
MAPKFC3P1,ENSSG173630603
BRCAH7R2,ENSSG861383875
BRCA0V0P1,ENSSG630992737
STAT2D1,ENSSG885923599
CDKPQA1,ENSSG984904031
EGFR6CRL,ENSSG600262478
STATJ4GP1,ENSSG261682664
MAPK9T1,ENSSG053098259
MYCWJ1,ENSSG560059761
BRCARX1,ENSSG877295842
STATVOO2,ENSSG149534051
STAT0J7C,ENSSG156604385
FGFRHRE3,ENSSG160380880
BRCAL2KC,ENSSG900182467
HBBATP2,ENSSG169068671
EGFRMMB,ENSSG425819366
TPMP1,ENSSG000948936
GATALP3A1,ENSSG851055734
JAKGDPP1,ENSSG098921806
SOX8HP2,ENSSG613608661
FGFREBL,ENSSG294051058
FGFRPAFC,ENSSG408103406
TPX3PA1,ENSSG813982724
SOXV43,ENSSG698495630
FGFRF6P2,ENSSG531730713
LINCAUE1,ENSSG586031866
GATAEOC,ENSSG556816362
CDK9I82,ENSSG410368128
AKTRNKL,ENSSG123087625
STATN4GL,ENSSG683561847
AKTJ8P2,ENSSG475610732
SOXEYL,ENSSG174936003
JAK1PP1,ENSSG798167201
BRCAE0B,ENSSG677620227
MAPK7WB,ENSSG140670368
STATMSWL,ENSSG079506873
MYCHUB,ENSSG860387657
BRCA74C,ENSSG211571643
EGFRB5EA1,ENSSG673394587
HBBS03,ENSSG362524022
SOX7KQ2,ENSSG135757926
CDKBUNP1,ENSSG229691473
EGFRPH72,ENSSG462467682
MAPKRZ33,ENSSG892305925
JAK058C,ENSSG999499356
FGFRYQ6L,ENSSG271626757
AKT0R9A1,ENSSG319270222
LINCSW2,ENSSG460403275
AKTN8P1,ENSSG486666497
CDKZXHB,ENSSG256339065
CDK96P2,ENSSG206031328
JAKJRP1,ENSSG311051789
GATAEAA2,ENSSG697903157
AKTFM03,ENSSG470347023
TPTL0P1,ENSSG843676729
MAPK5A7B,ENSSG494323635
MYCKGPA1,ENSSG892267658
HLAT8ZP2,ENSSG841989297
SOXVURP1,ENSSG723291883
MYCNOSB,ENSSG706545718
TPXST1,ENSSG938818493
STATYAMC,ENSSG480435334
HBB493B,ENSSG634167248
LINCAVP1,ENSSG739900267
FGFRIZ8C,ENSSG127736560
HBBVFZ2,ENSSG249909190
HLAFHC,ENSSG047483976
TPKOB,ENSSG543147507
MAPKM73,ENSSG102799294
FGFRH71P1,ENSSG442016403
JAKFBA1,ENSSG780810041
AKT1JFP1,ENSSG760229832
FGFRLH3,ENSSG960310624
EGFRXGR2,ENSSG645916120
HLA3MM2,ENSSG529236597
MYCWI42,ENSSG986613467
SOX4M03,ENSSG188894614
HBB6KNC,ENSSG082405791
BRCAYDC,ENSSG394669213
EGFR3T21,ENSSG070489435
MAPKNE1,ENSSG101472478
JAKKAK3,ENSSG260132483
MYCR8B,ENSSG834390215
LINCVDA1,ENSSG636718878
STATY1L,ENSSG507796997
AKT2CPP1,ENSSG493069989
AKT42EB,ENSSG780942740
MAPKIDXA1,ENSSG501006391
STATVCQ1,ENSSG491807347
HLA2ANP2,ENSSG404488395
GATALZC,ENSSG129506059
JAKHMH1,ENSSG106406058
HLAJ83,ENSSG027978998
GATAO6PA1,ENSSG325341050
HLA0QD2,ENSSG121745066
AKTQ6P1,ENSSG812686575
BRCA9J0P1,ENSSG551654787
AKTRTB,ENSSG204650449
FGFRV0A1,ENSSG471679307
CDKRJUP2,ENSSG545241447
CDKAW1,ENSSG006836247
AKTIF6P1,ENSSG257516529
LINCCE3,ENSSG753910680
MAPK88C3,ENSSG271863263
AKTN7JC,ENSSG397411224
TPCRJB,ENSSG503669394
HLAO4SC,ENSSG043208147
MAPKCRLL,ENSSG887057543
GATA333P2,ENSSG233610012
STATRI3,ENSSG889842115
FGFRSGA1,ENSSG864062129
MYCDOL,ENSSG701744092
FGFRICM3,ENSSG215606366
SOXZ7P2,ENSSG799381001
MYCQL7B,ENSSG068243522
LINCF71,ENSSG389224717
HLA7QA1,ENSSG584176933
AKT4RJL,ENSSG109618635
STATZM3,ENSSG299865222
SOXUEC,ENSSG602497810
STATPBFL,ENSSG396551003
HBBV5C,ENSSG061392465
STATXDXA1,ENSSG765373759
HLA95YL,ENSSG269567040
STAT0CBP1,ENSSG994807380
AKT0N1,ENSSG107219286
MAPKAGMP1,ENSSG749222853
HLAH83,ENSSG077423085
BRCA7R2,ENSSG043306452
STATF8X2,ENSSG481485622
MYCNS4A1,ENSSG056526767
BRCAJ76P1,ENSSG596024647
HLA4D1,ENSSG005718134
JAKM1A1,ENSSG843011702
LINCC42,ENSSG106380414
HLAYGB,ENSSG708249524
MYCBN3,ENSSG102756064
FGFR5962,ENSSG412059491
EGFR2DCL,ENSSG038615568
MAPKCT2A1,ENSSG862116136
FGFRXDC2,ENSSG700810008
EGFRUQC,ENSSG869341287
MYCX91C,ENSSG112216863
BRCA6AA1,ENSSG164613680
GATASYR3,ENSSG493343679
BRCAU4P2,ENSSG850250396
TPF0L,ENSSG910815092
STAT603,ENSSG079326135
AKTPVML,ENSSG987856755
HLAIWY1,ENSSG239735469
HBBUZP2,ENSSG321011157
MYC1Y23,ENSSG242762056
AKTL1WB,ENSSG116336762
CDKKN1C,ENSSG781537951
JAKDKU1,ENSSG446847778
HBBGS4L,ENSSG153337138
AKTWJB,ENSSG873632007
LINCW1QP2,ENSSG251328642
BRCANE1,ENSSG503403841
MYCNG2C,ENSSG030311845
SOXKVP2,ENSSG432321360
LINCFEM1,ENSSG338235906
MAPKESW3,ENSSG706269495
MAPKLUHP1,ENSSG348659040
EGFR2NP1,ENSSG580969648
SOXX5DC,ENSSG224764367
GATASHJ2,ENSSG236554724
HLANHB,ENSSG867057205
GATAHQ3,ENSSG156491356
MYC2SC,ENSSG234166384
HLAO1VC,ENSSG429042546
CDKMJCP2,ENSSG157403084
EGFRI8P1,ENSSG453580758
BRCA98SA1,ENSSG779829995
MAPKOM2,ENSSG830148388
LINCUHGC,ENSSG683129630
EGFRQ3P2,ENSSG263992258
MAPKGVC,ENSSG782925700
BRCAPXL,ENSSG999252953
MAPK3UXP1,ENSSG402007179
BRCA26P2,ENSSG835930727
GATAPJY2,ENSSG540582202
EGFRUXFA1,ENSSG198583409
STATKYUB,ENSSG010145687
FGFRWI3,ENSSG346109998
JAKHQB,ENSSG879000791
SOXUWB,ENSSG426887257
HBBZ7XP1,ENSSG243723231
TPWAL,ENSSG373421202
SOX8AD1,ENSSG417707826
AKTMU2P2,ENSSG114678141
FGFR1TC,ENSSG964864453
JAK8NY3,ENSSG752369245
AKTIYB,ENSSG602935431
EGFRZ5WP2,ENSSG732377213
TPC7P1,ENSSG563092321
BRCA6RP2,ENSSG786707376
FGFRSMOP2,ENSSG451809553
HBBF15A1,ENSSG111473047
LINCBAI3,ENSSG228816425
GATAU2RP2,ENSSG727202904
TPJHA1,ENSSG914118097
FGFRIZHL,ENSSG964752347
LINCH3YL,ENSSG601669146
STAT6J4P2,ENSSG841180744
HBBPOA1,ENSSG027165253
MYC9VIP2,ENSSG353591912
HLABO3,ENSSG983181617
HLA0WFP2,ENSSG148046540
MYC02QL,ENSSG667867527
MYCHY3,ENSSG534240006
FGFR2VAP2,ENSSG347424539
HBBM2W1,ENSSG178311840
LINCDJ2,ENSSG503097922
AKTLO1,ENSSG289905377
MAPKPD2,ENSSG943323106
LINC76GL,ENSSG332779480
GATAJO03,ENSSG077042780
EGFR3UA1,ENSSG935784188
AKTK2B,ENSSG498690903
MAPK26KA1,ENSSG028690210
AKTE53,ENSSG828240217
CDKDNP2,ENSSG148779899
GATAKGP1,ENSSG695138774
GATACQ2,ENSSG250398668
EGFR13B3,ENSSG594749724
MAPKFGA1,ENSSG599579997
TPK8C,ENSSG859145406
GATAXOP1,ENSSG185816749
GATAYKA1,ENSSG494499751
FGFR6PY3,ENSSG194380370
FGFRPAL,ENSSG760197360
JAKA2ZL,ENSSG515471528
GATAMI33,ENSSG539269121
MAPKDP3,ENSSG337041775
TPE0XB,ENSSG766456506
MAPKJ0AL,ENSSG688740302
MAPKSYYP1,ENSSG939057436
EGFR19P2,ENSSG925004958
SOXWTP1,ENSSG727124478
STAT9UP2,ENSSG443212236
FGFREWIB,ENSSG423686922
SOXLKC,ENSSG098744303
JAK6PM2,ENSSG984578467
EGFRE91,ENSSG051448135
AKT5JB,ENSSG877313168
HBB9OJ2,ENSSG422866964
MAPKFM2,ENSSG466908762
AKTZZ1C,ENSSG424948262
EGFRBZL,ENSSG130988064
JAKEOYL,ENSSG715033085
STATTZDA1,ENSSG111347802
MAPKAJL,ENSSG703597372
JAKVB1A1,ENSSG206155720
LINC24P2,ENSSG219990692
BRCA08P1,ENSSG223306622
BRCA2UNL,ENSSG574003574
SOXAK3P1,ENSSG093674099
HLAUOC,ENSSG045623506
JAKUA3P1,ENSSG234556474
CDKWNVC,ENSSG224465024
FGFRKYLB,ENSSG627865996
FGFRCXGP1,ENSSG415474221
LINCV5L2,ENSSG219675671
HBBMKYB,ENSSG177445484
FGFR1H82,ENSSG973701386
BRCAXFFL,ENSSG707160024
STAT6573,ENSSG973247917
FGFROSC,ENSSG989585088
FGFRR6P2,ENSSG460019550
MYCBBC,ENSSG628986931
STATUOP2,ENSSG738074545
HLAWDOP1,ENSSG866106117
TPNMP2,ENSSG445503838
EGFRA6GA1,ENSSG052084830
JAK4L6P1,ENSSG251753755
FGFR5SHP1,ENSSG850097238
CDKQSP2,ENSSG562966142
GATAUD42,ENSSG670034739
HBBMQP1,ENSSG759657764
JAK0S7A1,ENSSG159416457
GATA10B,ENSSG508556289
LINCKJV3,ENSSG556282998
HBB4XL,ENSSG069494653
HBBUUP1,ENSSG321872993
MYCBKOB,ENSSG703046008
HLA4UL,ENSSG686712513
AKTG2G2,ENSSG673341930
AKT3B8P1,ENSSG796037900
MYCPZEA1,ENSSG124235616
AKTI2A1,ENSSG862426406
HBBI0XB,ENSSG207749995
JAKDOKC,ENSSG718403590
MYCT45P2,ENSSG250644772
HLALTCL,ENSSG174865090
SOXV0GP2,ENSSG958044882
MAPKS2SA1,ENSSG197033847
BRCAANP1,ENSSG225535031
TP0WP2,ENSSG825643811
CDKCWXB,ENSSG261969640
MAPKOI1,ENSSG372204005
STATQSC,ENSSG897624790
TPSW2,ENSSG489164524
SOXE5Z3,ENSSG437408301
JAK33P2,ENSSG448740766
FGFRPBEA1,ENSSG640264724
HBBV7VC,ENSSG973889227
GATA3EA1,ENSSG593604462
STATQXA1,ENSSG175300964
AKTZ63,ENSSG984546341
CDKK671,ENSSG220815420
LINCTSA1,ENSSG598314615
STAT043,ENSSG371093685
JAKHZA1,ENSSG133166294
AKTA4CA1,ENSSG824065513
MAPKBNP2,ENSSG085926416
JAKVBO1,ENSSG952247376
MAPKTM2,ENSSG885458163
LINCUNH1,ENSSG469144146
TPWYC,ENSSG469445227
MAPK0EFB,ENSSG911783606
BRCAWBNP1,ENSSG167331197
CDK2SP1,ENSSG859842534
JAKAI5L,ENSSG449066093
BRCAEC71,ENSSG459637544
SOXMDC,ENSSG442535229
EGFR9AL,ENSSG990182422
EGFRSHDC,ENSSG113538356
STAT0Y1C,ENSSG939786909
JAK5PA1,ENSSG499775994
FGFRKKP1,ENSSG259379986
FGFRHOP1,ENSSG858181410
LINCRDEP1,ENSSG448543508
SOXOK1,ENSSG802385006
STATXNC,ENSSG659102712
MAPK6WLL,ENSSG963712308
BRCAPF6C,ENSSG991251274
HLA61C,ENSSG914897735
HBBYT5L,ENSSG486054198
HLA1UL,ENSSG913602207
HLAABB,ENSSG000085035
HBBR41,ENSSG648279118
TP053,ENSSG409372440
GATAHWA3,ENSSG599279839
LINC9J2P2,ENSSG086952464
GATAIFA1,ENSSG313024383
BRCAND4P2,ENSSG710123481
EGFR80O3,ENSSG361475042
CDKY8Q3,ENSSG066333432
HBBRFL,ENSSG328238610
JAK83S3,ENSSG130882982
HBB6031,ENSSG372464434
HBB0U3,ENSSG346608048
MYCSDP2,ENSSG729709223
FGFRGFJL,ENSSG086713088
AKTFG9P2,ENSSG223251029
GATAP9NA1,ENSSG252185185
LINCB20B,ENSSG935595640
GATANZRB,ENSSG405108161
MAPKZGIP1,ENSSG276983016
BRCAPVI2,ENSSG999667249
FGFRSM5L,ENSSG281430950
EGFRY6P2,ENSSG153361965
MYCZGBP1,ENSSG883415712
MYCVU6A1,ENSSG711871957
GATAXI2,ENSSG897551512
HLAUEB,ENSSG553829378
TPQHA1,ENSSG493254339
EGFRLE1,ENSSG047966850
JAKM26A1,ENSSG215653635
LINCPJEA1,ENSSG834907890
CDKEU4A1,ENSSG778109206
LINCBMP2,ENSSG704348631
CDKM5C,ENSSG234823530
MYCG51,ENSSG942189874
FGFRPYLB,ENSSG795695383
MAPKZAXL,ENSSG446407948
SOXOW1,ENSSG889354310
STATU9B,ENSSG526479581
MYC0Z3,ENSSG261391219
TP0D0P1,ENSSG515025794
LINCC82,ENSSG130384928
FGFR1MA1,ENSSG122829873
AKTTDP1,ENSSG931402316
TP29A1,ENSSG806816541
MAPK63B,ENSSG186465427
MYC30Y3,ENSSG872330517
MYCO5A1,ENSSG922734446
EGFRYC62,ENSSG424140937
HBB101,ENSSG388325354
LINCQKB,ENSSG328525702
TPZIXP1,ENSSG038398488
STATCM3,ENSSG268781656
BRCAPMHB,ENSSG308705209
AKTU2D1,ENSSG319013758
MAPK9EP1,ENSSG370416736
JAK7E3,ENSSG673611840
CDK8NW3,ENSSG031436686
STATYEMP1,ENSSG832511403
BRCAS72,ENSSG609784247
FGFR6GC,ENSSG677278927
BRCAVU42,ENSSG870900993
BRCA1ZMP2,ENSSG992594069
JAKATUP2,ENSSG750993266
JAKZ6KP1,ENSSG274773312
SOX2AA3,ENSSG836978252
LINCU82,ENSSG930196372
SOXS20L,ENSSG423295114
GATA4UB,ENSSG639121562
CDK1S3,ENSSG347308449
STAT2GC2,ENSSG744362717
HLA11C,ENSSG308847859
SOXDMG2,ENSSG601148087
SOXZEP2,ENSSG929270352
STATVLEP1,ENSSG706385380
MAPKW8L,ENSSG523308182
GATA7MF1,ENSSG691861294
MYC0GUA1,ENSSG181991597
AKTYE0P1,ENSSG064101353
FGFREKO2,ENSSG297996938
HLAU1B,ENSSG098682984
GATAO2GP2,ENSSG030061302
BRCA0VBP1,ENSSG529720154
AKT75P1,ENSSG035073140
SOXVEC,ENSSG746074423
MAPK50RA1,ENSSG879936411
SOX2GA1,ENSSG601946797
FGFRZNAL,ENSSG293158951
LINC5JD3,ENSSG126045764
HBBLD2,ENSSG429453660
BRCAI4P2,ENSSG090553679
FGFRL7A1,ENSSG341176026
TPXHC1,ENSSG879902069
EGFRSNU2,ENSSG594307615
GATATU2P1,ENSSG362936679
MYC6RC,ENSSG739728117
HBB99C2,ENSSG155894615
FGFRPHB2,ENSSG305990394
SOXD3PP2,ENSSG835590467
CDKU96B,ENSSG826121690
MYC39B,ENSSG595850399
EGFRW6B,ENSSG577590786
CDKBD1,ENSSG581004790
STATWH3,ENSSG337851719
BRCA0PJP1,ENSSG756364465
GATA59OC,ENSSG564381790
MAPKA36P2,ENSSG410708210
MYC89FC,ENSSG106818083
SOX8PB3,ENSSG398600100
MYCUMP2,ENSSG669916773
GATAW7A1,ENSSG920844468
CDK1N1,ENSSG146913761
MAPKP03,ENSSG771394710
GATA5MS3,ENSSG191313923
SOXFA03,ENSSG554986569
HLAZ7V3,ENSSG185287501
MYCFV8C,ENSSG649651343
LINCOQJL,ENSSG795371536
STATB8AP1,ENSSG888348040
MAPKIG8A1,ENSSG596439875
CDKPE3,ENSSG452120950
STAT9L2,ENSSG774355017
SOX9KP1,ENSSG722579907
HBBM31,ENSSG241400974
MYCE4P1,ENSSG839638366
MAPKH7ZC,ENSSG916026911
LINC5Q3,ENSSG623689848
BRCA94L,ENSSG757676110
HLATI4A1,ENSSG427183374
STATN7ZP2,ENSSG627947905
GATA3VB,ENSSG772799421
BRCAAHNL,ENSSG382192665
GATA0ZL,ENSSG977372112
LINCQE1P2,ENSSG053335970
AKTGM2,ENSSG466775370
SOXNC1,ENSSG114505607
LINCT23,ENSSG996740080
MYCA1HB,ENSSG326631859
CDKMNK3,ENSSG674932202
LINC1CHP2,ENSSG602976443
GATAZOLA1,ENSSG686266065
GATAAS1P1,ENSSG017140893
MAPK6YPA1,ENSSG320680166
MYCXZC,ENSSG556357863
FGFR5BTC,ENSSG989835153
JAKUNZ3,ENSSG431929342
CDK2DP1,ENSSG351450078
HBB65B,ENSSG511599150
HLA1USA1,ENSSG764270456
FGFRUHCL,ENSSG625031273
FGFRJ8B,ENSSG336909505
EGFRDET1,ENSSG871169905
GATA6BP2,ENSSG596417469
MAPKB4ZL,ENSSG792247118
GATA2Y0A1,ENSSG707909712
EGFRQN3,ENSSG241980334
STATGW0A1,ENSSG614719082
HBBNP3,ENSSG260155623
FGFRYJSB,ENSSG001492762
AKTRZA1,ENSSG449181875
GATAW12,ENSSG886524264
HBBYWC1,ENSSG643414611
FGFRK3P1,ENSSG600590476
TPXCGA1,ENSSG929306124
LINC7LI3,ENSSG526662505
JAKG3B,ENSSG046570260
MYCW0C2,ENSSG314601296
TPGBG1,ENSSG769594042
MYCKO11,ENSSG732039865
JAKYHSC,ENSSG845154469
MYC3GL,ENSSG702549859
SOXDB3,ENSSG207793983
TPLQFC,ENSSG792192477
CDKFEP1,ENSSG852911915
MYCBW1,ENSSG046784947
HBBR3KB,ENSSG449568701
HBBTQ1P1,ENSSG370753136
FGFR7GP2,ENSSG922291970
JAKJ39P2,ENSSG677275639
AKTH4TC,ENSSG018665499
HLA9WP3,ENSSG901181464
LINCN8WP2,ENSSG999924541
BRCANHGL,ENSSG996923664
SOX34L,ENSSG704966800
LINCRWP1,ENSSG657636678
JAKFLC,ENSSG326136063
TPVG52,ENSSG830836529
BRCARWY3,ENSSG758859557
STATM3C,ENSSG396134704
HLA6U1P2,ENSSG216860931
TPBE72,ENSSG773173140
MYCAVA1,ENSSG784682860
HLAUFGB,ENSSG113887938
SOXW6B,ENSSG945158758
GATAX491,ENSSG252618349
STATX26B,ENSSG094025477
AKTYRS1,ENSSG651918706
BRCAMLA1,ENSSG698761722
TPN5KP1,ENSSG933222046
TP3VCC,ENSSG750604004
GATAZTKB,ENSSG348493538
HBBS53,ENSSG691837848
EGFRHYP1,ENSSG348192124
GATAILF1,ENSSG471436299
FGFR57A1,ENSSG021202273
STAT5V2,ENSSG820955993
CDKCB2,ENSSG569856521
HLAWWL,ENSSG911097603
SOX6ZRP1,ENSSG155709938
TPD7L2,ENSSG186480159
HBBDAEL,ENSSG928931321
LINCOO2,ENSSG231301267
CDK2HJL,ENSSG783020225
FGFRS9P2,ENSSG250436517
MAPKX7P1,ENSSG337881914
HBB3L3,ENSSG156040649
EGFR112,ENSSG685260351
SOX7I2,ENSSG212715086
GATA0H6C,ENSSG197286717
MAPKRM3,ENSSG696663342
HBBXBF3,ENSSG493897016
JAKX52,ENSSG618881101
MAPK9EL,ENSSG802030168
JAKL1T2,ENSSG399514961
MYCUOP2,ENSSG121023405
HBBOCM1,ENSSG396478300
STATGP8P2,ENSSG828029265
MYCUSTA1,ENSSG489516789
SOXOZP2,ENSSG229715882
EGFR1VG3,ENSSG958394447
MYCPH22,ENSSG112069891
AKTEBC,ENSSG207912340
AKT94M2,ENSSG694442328
GATADSC,ENSSG365412850
CDKB1A1,ENSSG936470255
FGFRRPH2,ENSSG763445960
SOXTOP1,ENSSG360283736
AKT7M3,ENSSG789593311
TPI523,ENSSG731243412
SOXHO2,ENSSG051551494
BRCAXIL2,ENSSG947058226
MAPKC9A1,ENSSG707146453
GATAS52,ENSSG820361373
MYC17DP1,ENSSG621925683
EGFRUROC,ENSSG041642906
HBBWGC,ENSSG494656726
BRCASLP2,ENSSG725374647
TPV0L,ENSSG943828223
GATAJHP1,ENSSG011254387
GATAWBL,ENSSG665007933
LINC8T3,ENSSG807544012
FGFRITA1,ENSSG701376775
JAKSMA1,ENSSG533006778
GATAF1SP1,ENSSG033125462
MAPK1YP1,ENSSG347336929
HBBW1L,ENSSG893116100
LINCJ4SP2,ENSSG890979592
BRCA1D1,ENSSG208339662
JAKW0AL,ENSSG432062648
GATAIFL,ENSSG283992674
GATASZLB,ENSSG722930926
EGFRLWP1,ENSSG079353857
SOX06YL,ENSSG493736503
MAPKOUA1,ENSSG042499048
MYC5242,ENSSG363510284
HBBFQL,ENSSG098720732
STATHDB,ENSSG580978507
HLAQQC,ENSSG168499982
TPMK3,ENSSG515557597
HLAYZNP2,ENSSG626537220
HBBSBWP1,ENSSG228311384
AKTE741,ENSSG895473346
CDK7G7C,ENSSG498093773
AKTGOA1,ENSSG278814532
JAK6HUB,ENSSG040842861
HBBQF8L,ENSSG710444964
GATA7QI2,ENSSG648558354
SOXBCUP2,ENSSG428869102
MAPKJEL,ENSSG192860227
SOXXN02,ENSSG712616874
TP9RAC,ENSSG798415162
HLA611,ENSSG091118878
EGFRJRNB,ENSSG563014333
SOX9F73,ENSSG089059835
AKTYBL,ENSSG038676415
SOXKUL2,ENSSG030762580
GATAW6Q3,ENSSG630257179
GATADLL,ENSSG782297449
BRCA71P1,ENSSG196384522
TPOPSL,ENSSG253106675
GATA3MGL,ENSSG852525962
LINCWANP1,ENSSG427563484
MYC1XVB,ENSSG627065765
CDKHE1,ENSSG374692762
EGFR3IS1,ENSSG038167706
FGFRYIC1,ENSSG716541570
AKT523,ENSSG324258600
CDKJPP2,ENSSG444200869
AKTR0CP1,ENSSG305502020
MAPK822C,ENSSG908700731
MAPKTLZC,ENSSG432332029
EGFRX9P1,ENSSG351760922
LINCGF1,ENSSG327797784
SOXNV3L,ENSSG640360929
TPD4EA1,ENSSG809174597
GATAI51,ENSSG514623492
HBBT1P2,ENSSG181635468
SOXSCA1,ENSSG970584839
TPDKA1,ENSSG168531014
GATA1MQ3,ENSSG963843984
BRCA51WL,ENSSG687314817
BRCADDL,ENSSG797826216
HBBE5S1,ENSSG254863718
TP2MIL,ENSSG247208781
MYCOWNC,ENSSG216727055
JAKMG9A1,ENSSG158736199
SOX63A1,ENSSG132047462
HBBZ3QP2,ENSSG339559783
GATA6A2,ENSSG481536064
JAK8BVL,ENSSG824538165
HLAQFFL,ENSSG985002529
STAT5Z2,ENSSG960237130
GATA4OA1,ENSSG249113332
HBB1JQP2,ENSSG400023612
